Data.Carbohydrate,Data.Protein,Data.Fat.Total Lipid,Data.Kilocalories,Data.Fiber,Data.Sugar Total,Data.Major Minerals.Calcium,Data.Major Minerals.Iron,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Major Minerals.Sodium,Data.Cholesterol
-0.8034371279214912,-1.0086109280186073,4.629467356974529,3.0238446596622044,-0.5457390465876656,-0.46712821147834716,-0.3193336051200251,-0.5312653853416891,-0.40313339726850195,0.8144795389115067,0.7459684075741395,3.3153894210683172
-0.8034371279214912,-1.0086109280186073,4.629467356974529,3.0238446596622044,-0.5457390465876656,-0.46712821147834716,-0.3193336051200251,-0.5033231827295676,-0.40313339726850195,0.8144795389115067,1.4018979884123057,3.3880297255499947
-0.8056599927201965,-1.0667689992637495,5.823005634856482,3.9849780092744824,-0.5457390465876656,-0.4716501871135553,-0.46681967462464896,-0.5352571285719921,-0.40313339726850195,1.0469383223403834,-0.7540458529880413,4.059952542005513
-0.7189682655706907,1.0881405879246713,1.2268761967852064,0.8235142240718324,-0.5457390465876656,-0.43396705619210213,3.3973153463964954,-0.47338510850229465,-0.40313339726850195,-0.18799896462552393,2.886232657400666,0.7729787642095983
-0.7022967795804012,1.2758789231721475,1.2879500117666456,0.9323217730845431,-0.5457390465876656,-0.4332133943273357,4.47396365378025,-0.44943464912047626,-0.40313339726850195,-0.18315607330408898,0.7041561633772843,1.1180202104975674
-0.788988506729907,1.021819980364422,1.1580057245720943,0.7086618112250822,-0.5457390465876656,-0.4377353701886426,0.8605549509169654,-0.43546354781441554,-0.40313339726850195,-0.19284185594695885,0.8844714664762224,1.2269806672200838
-0.788618029263456,0.9248898616225185,0.9358009934694118,0.5031364408677398,-0.5457390465876656,-0.43698170606288833,2.3649128598641287,-0.46939336527199155,-0.40313339726850195,-0.20737052991126367,1.4410969673468577,0.71849853584834
-0.6922938879862275,1.4738204288135082,1.2567633828399531,0.9625460922547405,-0.5457390465876656,-0.4716501871135553,4.466589350305019,-0.4075213452022941,-0.40313339726850195,-0.3090712476613972,1.0438806474767328,1.099860134377148
-0.7582388770144839,1.4452515517106312,1.512753628613219,1.1257574157738066,-0.5457390465876656,-0.43245973238720303,4.820555917116116,-0.39953785874168796,-0.40313339726850195,-0.1686273993397842,0.8635653443777949,1.317781047822181
-0.6285717637566761,1.2891430446841976,1.3477243838761392,1.0290395944291748,-0.5457390465876656,-0.4716501871135553,4.245360246048083,-0.49334382465380994,-0.40313339726850195,-0.3090712476613972,1.0700133000997674,1.281460895581342
-0.7104472838423205,1.3289354092203476,1.4458323207080253,1.0713536412674511,-0.5457390465876656,-0.43245973238720303,4.555080992007793,-0.3835708858204757,-0.40313339726850195,-0.1734702906612191,0.8191398349186362,1.1361802866179866
-0.6804386090597992,0.03925467143333779,-0.3610429927322093,-0.717926053608236,-0.5457390465876656,-0.27042226226515953,0.11575029991861514,-0.5212860272659314,-0.40313339726850195,-0.2703281170899178,0.19195617196580797,-0.280305650774728
-0.6348698806863411,-0.004618961260365832,-0.3902804573509833,-0.7239709174422755,-0.4880310136937796,-0.2922784753356844,-0.10547880433832059,-0.5033231827295676,-0.3162560178785235,-0.28969968237565746,0.13969086671973893,-0.3529459552564057
-0.5589220000639108,-0.04033005763896179,-0.6215812885572846,-0.8750925132932625,-0.5457390465876656,-0.33222260089538835,0.13787321034430872,-0.5053190543447191,-0.40313339726850195,-0.30422835633996226,0.10310515304749063,-0.46190641197892224
-0.6700652399991747,0.11169718122991831,-0.48124145838716914,-0.7904644196167098,-0.5457390465876656,-0.1950560004222532,0.17474472772046468,-0.5053190543447191,-0.40313339726850195,-0.28969968237565746,0.10310515304749063,-0.407426183617664
-0.7048901218455573,0.16883493543567193,-0.5741516237312733,-0.8750925132932625,-0.5457390465876656,-0.2666539527152285,-0.04648437653647106,-0.5073149259598706,-0.40313339726850195,-0.30422835633996226,0.3017133129825529,-0.5163866403401804
-0.6548756638746885,-0.49028987200927127,1.5842229865702224,0.7570207218973981,-0.5457390465876656,-0.22972448373390808,0.226364852047083,-0.45941400719623393,-0.40313339726850195,0.005716688231873342,0.07958576568675957,1.408581428424278
-0.7526817150177207,1.4544344050651274,1.1658023818037675,0.8476936794079903,-0.5457390465876656,-0.3638764365972449,4.894298951868428,-0.44743877750532474,-0.40313339726850195,-0.19284185594695885,1.762528594610182,1.0272198298954702
-0.6541347089417868,0.3545326366043711,0.7421840055495305,0.28552134284231834,-0.5457390465876656,-0.1634021646450304,3.1392147247634035,-0.4055254735871426,-0.40313339726850195,-0.22189920387556844,2.157131649218003,1.0272198298954702
-0.7482359854203102,1.5166737444678235,1.382809341418668,1.0411293220972537,-0.5457390465876656,-0.35483248487463104,3.5595500228515817,-0.4893520814235069,-0.40313339726850195,-0.17831318198265406,1.3313398263301126,1.5175418851467946
0.7744264016928046,-0.11073193335676526,1.2769047473551087,1.506583837318294,-0.5457390465876656,-0.4716501871135553,2.4534045015669026,-0.4314718045841125,-0.40313339726850195,-0.3090712476613972,0.8086867738694223,1.1180202104975674
