Data.Carbohydrate,Data.Protein,Data.Fat.Total Lipid,Data.Kilocalories,Data.Fiber,Data.Sugar Total,Data.Major Minerals.Calcium,Data.Major Minerals.Iron,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Major Minerals.Sodium,Data.Cholesterol,Cluster,Description
74.01,10.57,4.18,360.0,6.900000095,34.0,846,15.07,0.8,11.29,672.0,0.0,1,"CEREALS,QUAKER,INST OATMEAL,NUTR FOR WOMEN,APPL SPICE,DRY"
22.51,2.28,2.22,119.0,1.700000048,11.56999969,67,2.35,0.0,0.11,150.0,0.0,3,"CLS,QKR,INSTOAT,DIN EGSW/ DINBNS,BRNSGRCINN,PRP W/ BOIL H2O"
20.16,2.41,1.31,102.0,1.799999952,7.880000114,70,2.45,0.0,0.12,154.0,0.0,3,"CEREALS,QUAKER,INST OATMEAL,FRENCH VANILLA,PREP W/ BOIL H2O"
19.45,2.02,1.11,96.0,1.799999952,8.779999733,141,2.5,0.2,0.1,144.0,0.0,3,"CEREALS,QUAKER,INST OATMEAL,BKD APPL,PREP W/ BOILING H2O"
21.85,2.19,1.35,108.0,1.600000024,10.27000046,65,2.29,0.0,0.11,155.0,0.0,3,"CEREALS,QUAKR,INST OATMEAL,TREASURE HUNT,PREP W/ BOILING H2O"
19.32,2.47,2.23,107.0,1.700000048,7.96999979,67,2.35,0.0,0.18,147.0,0.0,3,"CEREALS,QUAKER,INST OATMEAL,HONEY NUT,PREP W/ BOILING H2O"
24.24,2.53,1.45,120.0,2.299999952,10.81999969,65,2.3,0.2,0.13,186.0,0.0,3,"CEREALS,QUAKR,INST OATMEAL,EXPR BKD APPL,PREP W/ BOILING H2O"
23.9,2.77,1.58,121.0,2.099999905,9.699999809,65,2.3,0.0,0.14,144.0,0.0,3,"CEREALS,QUAKER,INST OATMEAL, CINN ROLL,PREP W/ BOILING H2O"
19.82,3.22,1.28,104.0,1.700000048,8.100000381,240,4.25,0.0,3.18,177.0,0.0,3,"CRLS,QUAKR INST OTML,NUTR FOR WMN,VNLA CINN,PREP W/ BOIL H2O"
20.04,3.24,1.32,105.0,1.700000048,7.820000172,239,4.22,0.0,3.16,199.0,0.0,3,"CEREALS,QKR,INST OATMEAL,FOR WOMEN,BRSUGR,PREP W/H2O"
21.02,3.0,1.19,107.0,1.899999976,9.659999847,242,4.28,0.2,3.21,192.0,0.0,3,"CERLS,QUKR,INST OATML,NUTR FOR WMN,APL SPCE,PREP W/ BOIL H2O"
24.1,2.66,1.5,121.0,2.0,10.15999985,65,2.3,0.0,0.13,170.0,0.0,3,"CERLS,QUKR,INST OATML,EXPR,GLDN BRN SUGR,PREP W/ BOIL H2O"
65.78,15.98,11.6,431.0,20.29999924,1.559999943,95,4.03,61.5,0.72,206.0,0.0,1,"CEREALS RTE,UNCLE SAM CRL"
76.62,9.93,1.75,346.0,4.599999905,0.0,9,28.93,0.0,0.0,1764.0,0.0,1,"CERLS,QUAKER,INST GRIT PRDCT W/ RDEYE GRVY&IMITN HAM BIT,DRY"
65.81,13.7,7.1,359.0,9.5,1.419999957,52,3.81,0.0,0.0,3.0,0.0,3,"CEREALS,QUAKER,MOTHER'S INST OATMEAL (NON-FORTIFIED),DRY"
72.49,10.29,5.35,363.0,4.699999809,2.269999981,24,28.93,0.0,0.0,1557.0,0.0,1,"CERLS,QUKR,INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR,DRY"
75.15,8.9,4.67,364.0,4.400000095,2.00999999,12,28.93,0.0,0.0,1518.0,1.0,1,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY"
71.98,10.83,4.69,359.0,4.199999809,0.0,23,28.93,0.0,0.0,1930.0,1.0,1,"CEREALS,QUAKER,INST GRITS PRODUCT--HAM 'N' CHS"
83.0,7.0,5.0,397.0,6.0,37.0,42,7.0,0.0,0.0,490.0,0.0,3,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST APPL CINN"
87.0,7.0,1.2,368.0,5.0,30.0,23,11.0,3.0,0.35,550.0,0.0,1,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST PEACH/STRAWBERRY"
87.0,6.0,1.2,368.0,4.599999905,34.0,26,17.0,4.0,0.28,472.0,0.0,1,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY"
82.0,8.0,1.5,356.0,9.600000381,24.0,33,31.2,0.0,0.0,1.0,0.0,1,"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE"
79.0,4.0,12.0,448.0,1.0,36.0,22,16.0,21.0,1.02,531.0,0.0,1,"CEREALS RTE,KELLOGG'S,TONY'S CINN KRUNCHERS"
82.0,7.9,2.8,330.0,15.10000038,25.0,32,2.6,0.0,0.78,208.0,0.0,1,"CEREALS RTE,KASHI,CINNA-RAISIN CRUNCH BY KELLOGG"
83.0,9.7,2.1,353.0,11.19999981,13.39999962,0,2.9,0.0,0.0,10.0,0.0,3,"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT"
87.1,7.8,0.43,369.0,3.5,29.29999924,16,1.46,22.5,0.0,625.0,0.0,3,"CEREALS RTE,KASHI ORGANIC PROMISE STRAWBERRY FIELDS"
81.0,12.0,2.8,356.0,11.69999981,5.0,41,23.0,0.0,0.88,448.0,0.0,1,"CEREALS RTE,KASHI,SEVEN IN THE MORNING BY KELLOGG"
86.0,5.8,2.8,386.0,2.400000095,37.0,18,6.2,52.0,0.26,706.0,0.0,3,"CEREALS RTE,KELLOGG,SCOOBY-DOO! BERRY BONES"
88.0,5.5,3.0,401.0,9.899999619,25.0,0,1.4,0.0,0.0,71.0,0.0,3,"CEREALS RTE,KASHI ORGANIC PROMISE CRANBERRY SUNSHINE"
86.0,6.2,3.4,394.0,3.200000048,31.5,17,19.0,47.0,0.34,561.0,0.0,1,"CEREALS RTE,KELLOGG'S,RED SUGAR FROOT LOOPS"
89.50220000000004,5.3,0.17,377.0,1.100000024,27.0,6,23.0,23.0,0.2,575.0,0.0,1,"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL"
85.0,5.4,5.9,396.0,5.5,29.0,35,15.0,4.0,0.39,454.0,0.0,1,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST BANANA BERRY"
47.8,33.7,9.7,349.0,17.0,6.699999809,135,28.0,72.0,15.751900000000042,380.0,0.0,1,"CEREALS RTE,KELLOGG'S,SPL K LO CARB LIFESTYLE PROT PLUS"
84.0,3.0,8.6,417.0,2.599999905,25.0,29,6.0,27.0,0.19,452.0,0.0,3,"CEREALS RTE,KELLOGG'S,CORN FLAKES W/ REAL BANANAS"
87.6,6.3,2.14,395.0,2.900000095,37.40000153,14,7.86,1.9,0.21,711.0,1.0,3,"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS"
89.50220000000004,5.77,0.89,397.0,2.599999905,51.34000015,11,7.92,27.6,0.43,176.0,0.0,3,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS"
82.83,5.03,3.02,379.0,5.199999809,31.03000069,920,16.5,21.3,0.37,909.0,0.0,1,"CEREALS RTE,MALT-O-MEAL HONEY GRAHAM CRL"
78.8,15.6,2.03,396.0,7.300000191,1.100000024,25,31.95050000000001,1.0,1.01,10.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,PUFFED WHEAT CRL"
76.9,9.0,1.98,361.0,13.5,30.29999924,45,9.81,13.0,0.69,664.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL"
80.0,4.9,11.5,443.0,4.800000191,35.40000153,356,16.7,35.4,0.98,415.0,0.0,1,"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL"
74.3,13.3,1.28,362.0,3.900000095,0.699999988,377,31.95050000000001,1.0,0.0,10.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY"
84.5,8.0,0.75,377.0,3.099999905,35.59999847,314,31.9,1.0,0.0,10.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY"
80.8,10.6,2.51,388.0,14.89999962,19.5,44,31.95050000000001,57.1,15.751900000000042,672.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,HI FIBER BRAN FLAKES"
81.53,9.63,2.16,390.0,5.599999905,38.72999954,397,17.07,30.6,1.83,836.0,0.0,1,"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL"
89.50220000000004,7.8,0.97,401.0,1.0,0.800000012,5,31.95050000000001,1.0,0.12,5.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL"
87.3,5.4,2.66,395.0,2.799999952,42.90000153,429,17.1,59.7,0.26,514.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS"
79.1,5.8,10.1,431.0,4.699999809,34.79999924,388,16.4,21.0,1.11,461.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS"
89.4,4.1,3.06,402.0,1.200000048,45.20000076,8,6.81,1.0,0.12,609.0,1.0,3,"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES"
87.7,6.5,0.35,380.0,2.900000095,7.800000191,2,28.6,67.1,0.15,1020.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,CORN FLAKES"
82.9,9.4,2.08,388.0,10.5,17.89999962,27,31.95050000000001,1.0,0.0,18.0,1.0,1,"CEREALS RTE,MALT-O-MEAL,FRSTD WHL WHEAT CRL"
89.50220000000004,3.9,3.15,404.0,1.0,42.59999847,3,7.62,1.0,1.27,642.0,1.0,3,"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES"
73.37,14.55,4.55,345.0,18.20000076,29.09000015,455,4.91,2.2,0.62,364.0,0.0,1,"CEREALS RTE,NATURE'S PATH,OPTIMUM"
69.09,16.36,4.55,327.0,20.0,18.18000031,455,4.91,0.0,0.84,455.0,0.0,1,"CEREALS RTE,NATURE'S PATH,OPTIMUM SLIM"
79.77,10.21,3.36,310.0,16.89999962,17.17000008,45,31.95050000000001,99.01000000000022,15.751900000000042,813.0,0.0,1,"CEREALS RTE,RALSTON ENR BRAN FLAKES"
85.79,5.83,1.05,367.0,2.599999905,9.510000229,378,31.95050000000001,18.5,0.1,1070.0,0.0,1,"CEREALS RTE,RALSTON CORN BISCUITS"
88.01,5.9,0.91,357.0,2.700000048,7.840000153,2,19.4,65.0,0.02,710.0,0.0,1,"CEREALS RTE,RALSTON CORN FLAKES"
86.78,5.94,0.95,379.0,1.5,9.569999695,8,31.95050000000001,43.8,0.05,816.0,0.0,1,"CEREALS RTE,RALSTON CRISPY HEXAGONS"
86.85,6.06,1.08,378.0,1.399999976,10.35000038,10,31.95050000000001,38.5,0.08,795.0,0.0,1,"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)"
86.04,6.45,1.27,381.0,0.699999988,8.350000381,5,10.53,46.0,0.08,850.0,0.0,3,"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)"
72.05,6.47,10.98,413.0,0.400000006,45.97000122,410,5.99,15.4,0.42,319.0,6.0,3,MILK & CRL BAR
8.72,1.36,0.15,42.0,0.5,0.129999995,61,6.43,0.1,0.0,3.0,0.0,3,"CEREALS,MALT-O-MEAL,PLN,PREP W/ H2O,WO/ SALT"
9.22,1.22,0.15,44.0,0.5,2.809999943,45,4.58,0.1,0.0,3.0,0.0,3,"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT"
88.04,3.33,3.33,400.0,3.299999952,50.0,333,15.0,20.0,0.0,533.0,0.0,1,"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS"
89.26,3.65,1.67,367.0,0.0,33.33000183,333,30.0,20.0,0.25,600.0,0.0,1,"CEREALS RTE,GENERAL MILLS,FRSTD CHEX"
81.16,9.09,4.55,382.0,8.600000381,29.09000015,36,8.18,10.9,0.0,473.0,0.0,1,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,TRIPLE BERRY"
76.01,6.67,11.67,433.0,3.299999952,43.33000183,333,15.0,20.0,0.0,450.0,0.0,1,"CEREALS RTE,GENERAL MILLS,PNUT BUTTER COOKIE CRISP"
76.0,6.67,11.67,433.0,3.299999952,43.33000183,333,15.0,20.0,2.16,450.0,0.0,1,"CEREALS RTE,GENERAL MILLS MILLS PNUT BUTTER TOAST CRUNCH"
78.8,11.0,5.24,342.0,18.0,13.0,64,8.0,11.0,0.0,420.0,0.0,1,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN YOGURT BITES"
88.0,5.5,1.0,382.0,0.300000012,31.0,8,18.0,20.0,0.0,726.0,0.0,1,"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES"
83.0,5.7,6.9,406.0,3.400000095,11.0,24,6.0,50.0,0.0,386.0,0.0,3,"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ"
86.0,6.0,2.2,373.0,4.699999809,33.0,27,8.0,0.0,0.0,428.0,0.0,3,"CEREALS RTE,KELLOGG,CRAN-VANILLA CRUNCH"
83.0,6.6,4.4,376.0,5.900000095,40.0,167,13.6,45.5,0.0,480.0,0.0,1,"CEREALS RTE,KELLOGG,EGGO CRUNCH CRL,MAPLE FLAV"
83.0,8.0,1.7,346.0,9.600000381,24.0,33,31.0,0.0,0.0,1.0,0.0,1,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE VANILLA"
89.0,4.0,2.4,390.0,1.5,53.0,11,15.0,50.0,0.0,356.0,0.0,1,"CEREALS RTE,KELLOGG,MARSHMLLW FROOT LOOPS,RAINBOW BREEZE"
86.0,6.0,3.0,388.0,2.799999952,38.0,17,15.5,52.0,0.0,543.0,0.0,1,"CEREALS RTE,KELLOGG,ROBOTS"
79.0,10.0,3.8,366.0,8.899999619,28.0,35,7.5,25.0,15.751900000000042,234.0,0.0,1,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART,ORIGINAL"
79.0,10.0,3.7,367.0,8.5,28.0,36,7.5,25.0,15.751900000000042,233.0,0.0,1,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART, BRN SUGAR"
83.0,4.9,6.9,406.0,2.5,43.0,22,15.0,50.0,0.29,456.0,1.0,1,"CEREALS RTE,KELLOGG,SMORZ"
86.0,7.0,2.9,381.0,4.699999809,33.0,31,8.1,21.0,0.53,429.0,0.0,3,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT"
87.0,5.0,3.6,395.0,2.0,42.0,16,16.0,46.0,0.0,404.0,0.0,1,"CEREALS RTE,KELLOGG,SPONGEBOB SQUAREPANTS"
84.0,6.0,3.3,375.0,5.300000191,43.0,25,6.2,21.0,0.0,626.0,0.0,3,"CEREALS RTE,KELLOGG,STAR WARS"
71.0,18.9,1.9,350.0,8.399999619,25.5,303,13.6,45.5,0.0,843.0,0.0,1,"CEREALS RTE,KELLOGG,TIGER POWER"
86.0,6.0,2.2,388.0,3.900000095,32.0,18,7.8,7.5,0.0,545.0,0.0,3,"CEREALS RTE,KELLOGG,TSTD HONEY CRUNCH"
84.0,6.0,4.6,391.0,3.099999905,41.0,20,15.0,50.0,0.0,449.0,0.0,1,"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE"
81.8,11.0,1.95,350.0,11.30000019,8.600000381,30,3.0,0.0,0.0,303.0,0.0,3,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG"
76.0,10.9,4.7,370.0,7.0,22.0,45,3.3,54.5,15.751900000000042,241.0,0.0,1,"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY"
81.0,8.3,2.0,340.0,10.30000019,16.5,0,2.8,0.0,0.0,10.0,0.0,3,"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST"
70.0,17.0,3.9,356.0,9.0,16.0,455,25.0,46.0,6.03,492.0,0.0,1,"CEREALS RTE,KASHI MIGHTY BITES,CINN CRL"
69.0,17.0,4.0,353.0,9.0,17.0,455,30.0,46.0,6.1,482.0,0.0,1,"CEREALS RTE,KASHI MIGHTY BITES,HONEY CRUNCH CRL"
83.0,8.3,1.7,347.0,9.600000381,23.5,31,31.0,0.0,0.0,0.0,0.0,1,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY"
83.0,7.0,4.9,384.0,5.599999905,28.0,38,27.0,70.0,0.9,545.0,0.0,1,"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND"
79.06,7.4,5.55,386.0,6.0,25.88999939,29,3.16,26.3,1.91,351.0,0.0,3,"CEREALS,RTE,KRAFT,POST SELECTS CRANBERRY ALMOND CRUNCH"
80.72,9.07,4.34,383.0,6.400000095,26.61000061,316,16.24,20.9,4.27,476.0,0.0,1,"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO"
72.73,9.09,9.09,409.0,1.799999952,31.79999924,31,2.56,0.0,2.94,500.0,0.0,3,RICE & WHEAT CRL BAR
79.4,7.37,8.65,415.0,2.900000095,32.52999878,11,18.88,0.0,0.0,523.0,0.0,1,"CEREALS RTE,QUAKER,PNUT BUTTER CHOCOLATEY CRUNCH CRL"
80.39,9.38,4.22,383.0,5.599999905,23.76000023,357,18.65,4.1,0.0,560.0,0.0,1,"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL"
78.56,9.33,4.14,373.0,6.300000191,23.12000084,366,29.73,0.0,0.57,488.0,0.0,1,"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL"
85.27,4.43,5.53,401.0,2.5,44.06999969,12,19.77,0.1,0.71,709.0,0.0,1,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH"
77.59,9.5,5.58,382.0,6.400000095,22.09000015,311,24.68,0.0,0.62,450.0,0.0,1,"CEREALS RTE,QUAKER,QUAKER LIFE VANILLA YOGURT CRUNCH CRL"
79.19,9.17,3.96,373.0,6.0,23.87999916,350,27.94,0.0,0.62,557.0,0.0,1,"CEREALS RTE,QUAKER,SUPERMAN LIFE CRL"
81.75,6.67,5.23,400.0,6.699999809,33.33000183,333,30.0,50.0,0.33,633.0,0.0,1,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST"
76.9,8.3,10.5,422.0,6.0,24.5,45,3.46,0.0,0.55,279.0,0.0,3,"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS"
78.4,5.7,11.4,439.0,0.0,40.0,30,0.0,0.0,0.0,50.0,10.0,3,"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS"
78.4,5.4,11.4,438.0,0.0,38.59999847,0,0.0,0.0,0.0,49.0,0.0,3,"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS"
83.0,8.3,1.7,347.0,9.600000381,23.5,31,31.0,0.0,0.32,0.0,0.0,1,"CEREALS RTE,KELLOGG'S MINI-WHEATS FRSTD STRAWBERRY DELIGHT"
75.0,8.0,13.0,437.0,3.900000095,38.0,18,15.0,50.0,0.0,667.0,0.0,1,"CEREALS RTE,KELLOGG,MINI SWIRLZ PNUT BUTTER CRL"
77.2,5.9,11.8,439.0,1.5,39.0,9,1.6,0.0,0.0,50.0,0.0,3,"CEREAL WAFER STRAWS,KELLOGG,COCOA KRISPIES CRL STRAWS"
67.0,16.6,8.3,381.0,16.20000076,23.0,101,3.0,0.0,0.0,261.0,0.0,1,"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX"
63.0,22.0,5.5,362.0,19.39999962,15.0,70,3.1,0.0,0.0,249.0,1.0,1,"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY"
65.0,19.0,5.3,362.0,12.80000019,18.0,73,3.8,0.0,0.0,247.0,0.0,1,"CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY"
61.0,11.0,16.7,410.0,12.69999981,19.79999924,51,2.7,0.0,0.0,214.0,0.0,3,"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL"
67.0,11.0,13.4,403.0,11.39999962,20.0,40,2.4,0.0,0.0,234.0,0.0,3,"CEREALS RTE,KASHI GRANOLA,ORCHARD SPICE CRL"
66.6,12.0,11.6,390.0,12.39999962,17.0,38,2.6,0.0,0.0,240.0,0.0,3,"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL"
66.5,11.0,13.0,397.0,11.5,22.0,32,2.3,0.0,0.0,200.0,0.0,3,"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL"
81.0,11.8,2.8,356.0,11.69999981,5.0,41,24.0,0.0,0.0,448.0,0.0,1,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS"
78.0,10.7,4.9,374.0,11.39999962,28.0,233,4.2,70.0,15.751900000000042,251.0,0.0,1,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY"
77.0,10.9,5.0,376.0,11.60000038,27.0,233,4.2,70.0,15.751900000000042,231.0,0.0,1,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY"
77.0,8.1,3.9,354.0,10.10000038,38.0,233,4.2,70.0,15.751900000000042,232.0,0.0,1,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY"
7.69,0.4,0.3,32.0,1.100000024,0.0,12,0.2,99.01000000000022,0.0,7.0,0.0,3,"ACEROLA,(WEST INDIAN CHERRY),RAW"
4.8,0.4,0.3,23.0,0.300000012,4.5,10,0.5,99.01000000000022,0.18,3.0,0.0,3,"ACEROLA JUICE,RAW"
13.81,0.26,0.17,52.0,2.400000095,10.39000034,6,0.12,4.6,0.18,1.0,0.0,3,"APPLES,RAW,WITH SKIN"
12.76,0.27,0.13,48.0,1.299999952,10.10000038,5,0.07,4.0,0.05,0.0,0.0,3,"APPLES,RAW,WITHOUT SKIN"
13.64,0.26,0.36,53.0,2.400000095,11.01000023,5,0.19,0.2,0.05,1.0,0.0,3,"APPLES,RAW,WO/SKN,CKD,BLD"
14.41,0.28,0.42,56.0,2.799999952,11.60999966,5,0.17,0.3,0.05,1.0,0.0,3,"APPLES,RAW,WO/ SKN,CKD,MICROWAVE"
16.7,0.18,0.49,67.0,1.700000048,15.0,4,0.23,0.4,0.21,3.0,0.0,3,"APPLES,CND,SWTND,SLICED,DRND,UNHTD"
16.84,0.18,0.43,67.0,2.0,14.84000015,4,0.24,0.2,0.21,3.0,0.0,3,"APPLES,CND,SWTND,SLICED,DRND,HTD"
89.50220000000004,1.32,0.58,346.0,12.39999962,65.5005000305,19,2.0,2.2,0.75,124.0,0.0,3,"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD"
19.91,0.28,0.12,74.0,2.599999905,0.0,4,0.43,0.6,0.0,26.0,0.0,3,"APPLES,DEHYD (LO MOIST),SULFURED,STWD"
65.89,0.93,0.32,243.0,8.699999809,57.18999863,14,1.4,3.9,0.53,87.0,0.0,3,"APPLES,DRIED,SULFURED,UNCKD"
15.32,0.22,0.07,57.0,2.0,13.31999969,3,0.33,1.0,0.12,20.0,0.0,3,"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR"
20.73,0.2,0.07,83.0,1.899999976,0.0,3,0.31,0.9,0.0,19.0,0.0,3,"APPLES,DRIED,SULFURED,STWD,W/ SUGAR"
12.31,0.28,0.32,48.0,1.899999976,0.0,4,0.18,0.1,0.0,3.0,0.0,3,"APPLES,FRZ,UNSWTND,UNHTD"
12.0,0.29,0.33,47.0,1.899999976,0.0,5,0.19,0.4,0.0,3.0,0.0,3,"APPLES,FRZ,UNSWTND,HTD"
11.3,0.1,0.13,46.0,0.200000003,9.619999886,8,0.12,0.9,0.01,4.0,0.0,3,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C"
41.0,0.51,0.37,166.0,0.400000006,38.83000183,20,0.91,2.1,0.04,25.0,0.0,3,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C"
11.54,0.14,0.1,47.0,0.100000001,10.93000031,6,0.26,0.6,0.01,7.0,0.0,3,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C"
11.27,0.17,0.1,42.0,1.100000024,9.390000343,4,0.23,1.0,0.16,2.0,0.0,3,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)"
17.49,0.16,0.17,68.0,1.200000048,14.67000008,3,0.12,1.7,0.18,2.0,0.0,3,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)"
11.12,1.4,0.39,48.0,2.0,9.239999771,13,0.39,10.0,0.89,1.0,0.0,3,"APRICOTS,RAW"
6.39,0.71,0.16,27.0,1.600000024,4.789999962,8,0.32,3.4,0.6,3.0,0.0,3,"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS"
5.48,0.69,0.03,22.0,1.100000024,0.0,8,0.54,1.8,0.0,11.0,0.0,3,"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS"
12.34,0.63,0.04,48.0,1.600000024,10.73999977,12,0.3,4.9,0.6,4.0,0.0,3,"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS"
12.5,0.6,0.1,49.0,1.600000024,0.0,10,0.3,4.0,0.0,2.0,0.0,3,"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS"
16.49,0.53,0.05,63.0,1.600000024,14.89000034,11,0.39,2.7,0.6,4.0,0.0,3,"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS"
21.47,0.53,0.08,83.0,1.600000024,19.87000084,9,0.3,3.1,0.6,4.0,0.0,3,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS"
21.45,0.51,0.09,83.0,1.600000024,0.0,9,0.43,2.8,0.0,11.0,0.0,3,"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS"
24.85,0.55,0.04,96.0,1.600000024,0.0,8,0.62,2.4,0.0,13.0,0.0,3,"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS"
82.89,4.9,0.62,320.0,0.0,0.0,61,6.31,9.5,0.0,13.0,0.0,3,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD"
32.62,1.93,0.24,126.0,0.0,0.0,24,2.48,7.1,0.0,5.0,0.0,3,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD"
62.64,3.39,0.51,241.0,7.300000191,53.43999863,55,2.66,1.0,4.33,10.0,0.0,3,"APRICOTS,DRIED,SULFURED,UNCKD"
22.15,1.2,0.18,85.0,2.599999905,19.56999969,19,0.94,0.3,1.53,4.0,0.0,3,"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR"
29.26,1.17,0.15,113.0,4.099999905,0.0,15,1.52,1.4,0.0,3.0,0.0,3,"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR"
25.1,0.7,0.1,98.0,2.200000048,0.0,10,0.9,9.0,0.0,4.0,0.0,3,"APRICOTS,FROZEN,SWEETENED"
14.39,0.37,0.09,56.0,0.600000024,13.78999996,7,0.38,0.6,0.31,3.0,0.0,3,"APRICOT NECTAR,CND,WO/ VIT C"
8.53,2.0,14.66,160.0,6.699999809,0.660000026,12,0.55,10.0,2.07,7.0,0.0,3,"AVOCADOS,RAW,ALL COMM VAR"
8.64,1.96,15.41,167.0,6.800000191,0.300000012,13,0.61,8.8,1.97,8.0,0.0,3,"AVOCADOS,RAW,CALIFORNIA"
